Book Name,Category,URL
People We Meet on Vacation,Love/Breakup,https://atwtravelers.com/wp-content/uploads/2023/07/People-We-Meet-on-Vacation-Emily-Henry-Z-Library.pdf
Love in the Time of Cholera,Love/Breakup,https://giove.isti.cnr.it/demo/eread/Libri/sad/LoveInTheTimeOfCholera.pdf
The Time Traveler's Wife,Love/Breakup,https://avalonlibrary.net/ebooks/Audrey%20Niffenegger%20-%20The%20Time%20Traveler%27s%20Wife.pdf
Dear John,Love/Breakup,http://www.kkoworld.com/kitablar/Nikolas_Sparks_Sevimli_Con_eng.pdf
The Hating Game,Love/Breakup,https://stmichaelshigh.education/storage/2023/07/The-Hating-Game-Sally-Thorne-z-lib.org_.pdf
Beautiful Disaster,Love/Breakup,https://image.wisedecor.com/primo-explore/uploaded-files/books/beautiful_disaster_a_novel_beautiful_disaster_series.pdf
Before We Were Strangers,Love/Breakup,https://cdn.bookey.app/files/pdf/book/en/before-we-were-strangers.pdf
Every Day,Love/Breakup,https://jai-bharat.in/ebooks/fiction/General_Novels/Every%20Day.pdf
Option B,Healing/Grief,https://keralauniversity.ac.in/downloads/6new1567763253.pdf
When Breath Becomes Air,Healing/Grief,https://i-lib.imu.edu.my/pluginfile.php/533/mod_resource/content/3/When_Breath_Becomes_Air_By_Paul_Kalanithi_%28z-lib.org%29.pdf
Healing After Loss,Healing/Grief,https://patientinfo.org.au/patientinfo/HealingAfterLoss_V2_2019.pdf
It's OK That You're Not OK,Healing/Grief,https://speakinggrief.org/assets/pdf/ItsOKThatYourNotOK_AnxietyExcerpt.pdf
A Grief Observed,Healing/Grief,https://www.snyderfuneralhomes.com/Content/Media/SnyderFuneralHome/C-S-Lewis-A-Grief-Observed.pdf
Tuesdays with Morrie,Healing/Grief,https://myaccount.inspiruseducation.com/wp-content/uploads/2022/02/Tuesdays-With-Morrie-Mitch-Albom.pdf
Grieving Mindfully,Healing/Grief,https://cdn.bookey.app/files/pdf/book/en/grieving-mindfully.pdf
The Art of Losing,Healing/Grief,https://www.cgcs.org/cms/lib/dc00001581/centricity/domain/25/coleman_poem_one_art.pdf
Bearing the Unbearable,Healing/Grief,https://wisdomexperience.org/wp-content/uploads/2019/10/Bearing-the-Unbearable-Lesson-6-Reading.pdf
Atomic Habits,Habit Building,https://archive.org/download/atomic-habits-pdfdrive/Atomic%20habits%20%28%20PDFDrive%20%29.pdf
The Power of Habit,Habit Building,https://hoormazd.com/wp-content/uploads/2018/12/The-Power-of-Habit-Charles-Duhigg.pdf
Tiny Habits,Habit Building,https://tinyhabits.com/wp-content/uploads/2021/02/The-Official-Tiny-Habits-Toolkit-by-BJ-Fogg-Paperback-Edition.pdf
Better Than Before,Habit Building,https://gretchenrubin.com/wp-content/uploads/2016/06/Better-Than-Before-Sample-Chapter-Gretchen-Rubin.pdf
Mindset,Habit Building,https://adrvantage.com/wp-content/uploads/2023/02/Mindset-The-New-Psychology-of-Success-Dweck.pdf
Make Your Bed,Habit Building,https://www.arlingtonschools.org/site/handlers/filedownload.ashx?moduleinstanceid=29196&dataid=32245&FileName=ELA_Make%20your%20bed%20.pdf
High Performance Habits,Habit Building,https://beyondbetterclub.com/wp-content/uploads/2020/05/high-performance-habits-.pdf
Mini Habits,Habit Building,https://minihabits.com/wp-content/uploads/2016/05/Mini-Habits-Free-Chapter.pdf
The Compound Effect,Habit Building,http://digitallibrary.loyolacollegekerala.edu.in:8080/jspui/bitstream/123456789/2154/1/The%20Compound%20Effect%20-%20Darren%20hardy.pdf
Deep Work,Habit Building,https://writemac.com/wp-content/uploads/2021/06/Deep-Work-by-Cal-Newport.pdf
The Six Pillars of Self-Esteem,Confidence/Self-Esteem,https://dn790006.ca.archive.org/0/items/TheSixPillarsOfSelfEsteem_201811/The-Six-Pillars-of-Self-Esteem.pdf
The Confidence Gap,Confidence/Self-Esteem,https://cdn.starwebserver.se/shops/mateodanielssonhc/files/the-confidence-gap-33.pdf
The Gifts of Imperfection,Confidence/Self-Esteem,https://ati.dae.gov.in/ati12052021_4.pdf
You Are a Badass,Confidence/Self-Esteem,https://booksnsstuff.wordpress.com/wp-content/uploads/2019/03/you-are-a-badass_-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life-pdfdrive.com-.pdf
Daring Greatly,Confidence/Self-Esteem,http://site.ieee.org/sb-nhce/files/2021/06/Brene-brown-book1.pdf
Feel the Fear and Do It Anyway,Confidence/Self-Esteem,https://web.iitd.ac.in/~prbijwe/Book_Abstracts/Feel%20The%20Fear%20and%20Do%20It%20Anyway.pdf
Self-Compassion,Confidence/Self-Esteem,https://self-compassion.org/wp-content/uploads/publications/SCtheoryarticle.pdf
What to Say When You Talk to Your Self,Confidence/Self-Esteem,https://irp.cdn-website.com/6b820530/files/uploaded/What%20to%20Say%20When%20you%20Talk%20To%20Yourself.pdf
Unfu*k Yourself,Confidence/Self-Esteem,https://icrrd.com/public/media/16-05-2021-052320Unfuck-Yourself-Gary-John-Bishop.pdf
Emotional Intelligence,Emotional Intelligence,https://www.cu.edu/sites/default/files/EI%20Participant%20Guide%20Updated%202015.pdf
EQ Applied,Emotional Intelligence,https://www.6seconds.org/wp-content/uploads/2012/02/EQC_Mumbai_April_2012.pdf
The Language of Emotions,Emotional Intelligence,https://d29ab4jczcfgm5.cloudfront.net/samples/pdf/BK06606-Language-of-Emotions-Web-Sample.pdf
Permission to Feel,Emotional Intelligence,https://wasa-oly.org/WASA/images/WASA/5.0%20Professional%20Development/4.2%20Conference%20Resources/Winter/2022/Brackett_WASA_12_6_22.pdf
Emotional Agility,Emotional Intelligence, https://github.com/Uvais5/Health-end-to-end-project/blob/main/susan-david-emotional-agility-get-susan-david-unstuck-embrace-change-and-thrive-in-work-and-life-penguin-books-2016-9780241976579_compress.pdf
The Emotional Life of Your Brain,Emotional Intelligence,https://github.com/Uvais5/Health-end-to-end-project/blob/main/The%20Emotional%20Life%20of%20Your%20Brain%20(%20PDFDrive%20).pdf
How Emotion Are Made,Emotional Intelligence,https://jyotsnabooks.wordpress.com/wp-content/uploads/2017/12/how-emotions-are-made-the-secret-life-of-the-brain.pdf
Atlas of the Heart,Emotional Intelligence,https://www.books1.co.uk/pdf-read/BA/Atlas-of-the-Heart.pdf
The Emotionally Intelligent Leader,Emotional Intelligence,https://eqhq.net.au/__static/b92d9ef93fc949d8c3741aa434e237ce/e-book_the-emotionally-intelligent-leader.pdf
The EQ Difference,Emotional Intelligence,https://d3iqwsql9z4qvn.cloudfront.net/wp-content/uploads/sites/5/2023/06/30085635/The-EQ-Difference-Audiobook-PDF.pdf
Emotions Explained,Emotional Intelligence,https://online.uwa.edu/wp-content/uploads/2019/04/Science-of-Emotion-Guide-UWA.pdf
Forgiving What You Can't Forget,Forgiveness,https://p31obs.s3.amazonaws.com/FWYCF/first2chaptersFWYCF.pdf
The Book of Forgiving,Forgiveness,https://samaritan-counseling.com/docs/resources/reports/the-book-of-forgiving-summary.pdf
Radical Forgiveness,Forgiveness,https://lightspree-houston.s3-accelerate.amazonaws.com/2021/03/FIVE-STAGES-OF-Radical-Forgiveness.pdf
The Forgiveness Project,Forgiveness,https://theforgivenessproject.com/wp-content/uploads/2020/04/The-Forgiveness-Project_Tool-Box_Ch.-28_Forgiveness-and-Reconciliation.pdf
Why Forgive?,Forgiveness,http://www.ntslibrary.com/PDF%20Books/WhyForgive.pdf
How Can I Forgive You?,Forgiveness,https://media.wickedlocal.com/files/textbook-solutions/Sitewide:M3B0/fetch.php/How_Can_I_Forgive_You.pdf
Total Forgiveness,Forgiveness,https://www.alisonmorgan.co.uk/Books/Kendall%202001%20Forgiveness.pdf
Choosing Forgiveness,Forgiveness,https://df6yevl24pl4a.cloudfront.net/filer_public/0b/28/0b28be58-16cc-4efa-a3d8-8f9778a48727/choosingforgivenessleaderguide.pdf
The Sunflower,Forgiveness,https://plants.usda.gov/DocumentLibrary/plantguide/pdf/pg_hean3.pdf
Let It Go,Forgiveness,https://www.voorhees.k12.nj.us/cms/lib/NJ01000237/Centricity/Domain/5694/Frozen%20Let%20it%20Go%20-%20Copy.pdf
Attached,Relationships,https://www.mofa.go.jp/files/000470547.pdf
The 5 Love Languages,Relationships,https://consult.ui.ac.ir/Dorsapax/userfiles/Sub24/5zbaneshgh.pdf
Hold Me Tight,Relationships,https://www.relating.co.za/wp-content/uploads/2013/07/Hold-Me-Tight-article.pdf
"Men Are from Mars, Women Are from Venus",Relationships,http://users.isr.ist.utl.pt/~wurmd/Livros/Men%20Are%20From%20Mars%20Women%20Are%20From%20Venus.pdf
Mating in Captivity,Relationships,http://philoctetes.org/documents/Mating%20in%20Captivity.pdf
The Seven Principles for Making Marriage Work,Relationships,https://relationshipinstitute.com.au/uploads/resources/the_seven_principles_for_making_marriage_work_summary.pdf
Love Sense,Relationships,https://www.lbrubacher.com/wp/wp-content/uploads/Love_Sense-_Review_from_TFP.pdf
Getting the Love You Want,Relationships,https://www.paolocirio.net/work/amazon-noir/amazon-noir-books/AMAZON-NOIR--Getting_the_Love_You_Want__A_Guide_for_Couples--By--Harville_Hendrix--0805068953.pdf
Come As You Are,Relationships,http://www.petesguitar.co.uk/pdf/Come%20As%20You%20Are%20-%20G1.pdf
Nonviolent Communication,Relationships,https://ccpgc.usmf.md/sites/default/files/inline-files/Nonviolent%20Communication_%20A%20Language%20of%20Life_%20Life-Changing%20Tools%20for%20Healthy%20Relationships%20%28%20PDFDrive%20%29.pdf
